Name,Country,Competition,Year,All-Around Score Final,All-Around Score Qualif,Vault Score Final,Vault Score Qualif,Uneven Bars Score Final,Uneven Bars Score Qualif,Balance Beam Score Final,Balance Beam Score Qualif,Floor Exercise Score Final,Floor Exercise Score Qualif,Team Score Final,Team Score Qualif
SANDOVAL Ahtziri,MEX,46th FIG Artistic Gymnastics World Championships GLASGOW (GBR),2015,,25.866,,,,13.2,,,,,,206.628
SANDOVAL Ahtziri,MEX,45th FIG Artistic Gymnastics World Championships NANNING (CHN),2014,,38.332,,,,13.1,,,,11.666,,212.795
SANDOVAL Ahtziri,MEX,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,,13,,,,,,
SANDOVAL Ahtziri,MEX,FIG World Challenge Cup 2023 PARIS (FRA),2023,,,13.525,13.375,13.2,13,,,,,,
SANDOVAL Ahtziri,MEX,2022 Senior Pan American Championships RIO DE JANEIRO (BRA),2022,,46.1,,13.266,13.6,,,,,,,
SANDOVAL Ahtziri,MEX,Campeonato Panamericano 2017 LIMA (PER),2017,,,13.517,12.825,12.933,12.833,,,,,,
SANDOVAL Ahtziri,MEX,FIG World Cup 2020 BAKU (AZE),2020,,,,13.55,,11.966,,,,,,
SANDOVAL Ahtziri,MEX,FIG World Cup 2020 MELBOURNE (AUS),2020,,,13.65,13.916,,12.766,,,,,,
SANDOVAL Ahtziri,MEX,FIG World Challenge Cup GUIMARAES (POR),2018,,,13.325,13.3,13.45,13.2,,,,,,
SANDOVAL Ahtziri,MEX,World Challenge Cup 2015 SAO PAULO (BRA),2015,,,13.95,13.85,13.675,13.15,,,,,,
PEREZ Ana,ESP,Games of the XXXI Olympiad RIO DE JANEIRO (BRA),2016,,54.299,,,,13.633,,13.6,,13.133,,
PEREZ Ana,ESP,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,38.232,,,,12.933,,12.966,,12.333,,152.895
PEREZ Ana,ESP,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,52.199,,,,13.833,,11.5,,13.2,,159.021
PEREZ Ana,ESP,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,51.332,52.132,,,,12.966,,12.866,,12.8,,152.364
PEREZ Ana,ESP,47th FIG Artistic Gymnastics World Championships MONTREAL (CAN),2017,49.266,52.732,,,,12.733,,12.933,,12.966,,
PEREZ Ana,ESP,46th FIG Artistic Gymnastics World Championships GLASGOW (GBR),2015,,51.532,,,,12.666,,11.7,,13.2,,210.094
PEREZ Ana,ESP,45th FIG Artistic Gymnastics World Championships NANNING (CHN),2014,,50.599,,,,11.933,,11.833,,12.933,,211.727
PEREZ Ana,ESP,FIG World Challenge Cup 2023 TEL-AVIV (ISR),2023,,,,,,11.533,12.867,13.133,,,,
PEREZ Ana,ESP,32nd Senior European Championships GLASGOW (GBR),2018,52.265,,,,,13.4,,13.033,,12.366,,
PEREZ Ana,ESP,7th European Individual Championships CLUJ NAPOCA (ROU),2017,51.265,51.158,,,,,,,,,,
PEREZ Ana,ESP,31st European Championships 2016 BERN (SUI),2016,,52.499,,,,12.933,,11.9,,13.466,,160.872
PEREZ Ana,ESP,6th European Individual Championships 2015 MONTPELLIER (FRA),2015,52.664 ,51.599,,,,11.433,,13.133,,13.3,,
PEREZ Ana,ESP,European Championships 2014 SOFIA (BUL),2014,,13.8,,13.8,,,,,,,160.921,162.271
PEREZ Ana,ESP,FIG World Challenge Cup PARIS (FRA),2018,,,,,13.4,13.5,,11.85,12.7,13.05,,
PEREZ Ana,ESP,FIG World Challenge Cup - 20th Internationaux de France 2017 PARIS (FRA),2017,,,,,,12.6,,12.55,12.95,13.05,,
PEREZ Ana,ESP,FIG Individual All-Around World Cup 2017 LONDON (GBR),2017,53.299,,,,,,,,,,,
PEREZ Ana,ESP,Aquece Rio Final Gymnastics Qualifier (Test Event) RIO DE JANEIRO (BRA),2016,,54.199,,,,13.9,,12.833,12.266,13.566,,
PEREZ Ana,ESP,1st European Games Baku 2015 BAKU (AZE),2015,,50.333,,,,12.1,,11.8,,12.833,101.931,
PEREZ Ana,ESP,39th Turnier der Meister World Challenge Cup 2015 COTTBUS (GER),2015,,,13.625,13.849,,11.033,13.225,13.3,,11.766,,
VOSS Sarah,GER,Games of the XXXII Olympiad TOKYO (JPN),2021,,52.232,,,,13.866,,12.266,,12.6,,161.162
VOSS Sarah,GER,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,50.799,52.232,,,,12.733,,12.866,,13.2,,157.128
VOSS Sarah,GER,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,54.898,54.132,,,,13.766,13.266,13.6,,12.4,,161.897
VOSS Sarah,GER,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,,39.133,,,,,,13.133,,12,159.428,161.071
VOSS Sarah,GER,FIG Apparatus World Cup 2022 BAKU (AZE),2022,,,,12.499,12.933,12.933,13.733,13.433,,,,
VOSS Sarah,GER,FIG World Challenge Cup 2022 OSIJEK (CRO),2022,,,,,12.8,13.5,,11.8,12.733,12.666,,
VOSS Sarah,GER,2022 Senior European Championships MUNICH (GER),2022,,50.899,,,,13.1,,12.266,,12.1,,
VOSS Sarah,GER,9th European Individual Championships BASEL (SUI),2021,,24.2,,13.516,,,,10.6,,,,
VOSS Sarah,GER,32nd Senior European Championships GLASGOW (GBR),2018,23.666,,14.083,13.799,,,,9.433,,,,
VOSS Sarah,GER,31st European Championships 2016 BERN (SUI),2016,,28.066,,,,,,13.633,,,163.829,164.852
VOSS Sarah,GER,American Cup All-Around FIG World Cup 2020 MILWAUKEE (USA),2020,50.332,,,,,,,,,,,
VOSS Sarah,GER,FIG Individual All-Around World Cup 2018 BIRMINGHAM (GBR),2018,48.131,,,,,,,,,,,
VOSS Sarah,GER,FIG EnBW DTB-Pokal Individual All-Around World Cup 2018 STUTTGART (GER),2018,52.466,,,,,,,,,,,
VOSS Sarah,GER,FIG World Challenge Cup - 20th Internationaux de France 2017 PARIS (FRA),2017,,,13.15,13.175,,,11.85,13.55,,,,
VOSS Sarah,GER,9th World Challenge Cup 2016 DOHA (QAT),2016,,,,13.4,,,,,12.9,13.55,,
AN Chang Ok,PRK,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,49.533,,,,13.033,,11,,12.4,,153.797
AN Chang Ok,PRK,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,13.833,13.166,,11.466,,,,,,
AN Chang Ok,PRK,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,13.783,13.566,,13.133,,,,,,
AN Chang Ok,PRK,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,13.999,14.066,,12.466,,,,,,
AN Chang Ok,PRK,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,14.233,14.05,,13.166,,,,11.8,,
AN Chang Ok,PRK,14th Junior Asian Championships 2017 BANGKOK (THA),2017,46.95,,,,,,,,,,,
AN Chang Ok,PRK,FIG World Cup 2019 DOHA (QAT),2019,,,,,,11.833,,11.6,,11.933,,
GEORGIEVA Valentina,BUL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,13.466,13.316,,,,12.166,,,,
GEORGIEVA Valentina,BUL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,13.799,13.6,,,,,,,,
GEORGIEVA Valentina,BUL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,13.399,13.416,,,,,,,,
GEORGIEVA Valentina,BUL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,13.616,13.433,,,,,,,,
GEORGIEVA Valentina,BUL,FIG Apparatus World Cup 2022 BAKU (AZE),2022,,,12.633,13.416,,,,10.566,,,,
GEORGIEVA Valentina,BUL,FIG World Challenge Cup 2024 VARNA (BUL),2024,,,14.083,13.975,,11.55,,10.6,,,,
GEORGIEVA Valentina,BUL,FIG World Challenge Cup 2022 OSIJEK (CRO),2022,,,13.616,13.166,,10.8,,11.9,12.4,12.466,,
GEORGIEVA Valentina,BUL,FIG World Challenge Cup 2022 VARNA (BUL),2022,,,12.825,13.575,,9.5,,9.65,12.6,12.55,,
GEORGIEVA Valentina,BUL,2022 Senior European Championships MUNICH (GER),2022,,46.098,,13.433,,10.266,,11.033,,11.033,,
BROWN Georgia-Rose,NZL,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,37.533,,,,13.4,,,,11.133,,156.095
BROWN Georgia-Rose,NZL,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,40.499,,,,13.633,,,,13.3,,157.945
BROWN Georgia-Rose,NZL,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,,50.365,,,,13.4,,11.133,,12.366,,153.231
BROWN Georgia-Rose,NZL,45th FIG Artistic Gymnastics World Championships NANNING (CHN),2014,52.832,54.698,,,,13.666,,13.333,,13.566,165.988,218.134
BROWN Georgia-Rose,NZL,43rd FIG Artistic Gymnastics World Championships TOKYO (JPN),2011,,52.999,,,,13.6,,13.266,,12.5,166.739,221.846
BROWN Georgia-Rose,NZL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,13.366,13.4,,,,,,
BROWN Georgia-Rose,NZL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,,12.466,,,,,,
BROWN Georgia-Rose,NZL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,13.533,13.566,,,,,,
BROWN Georgia-Rose,NZL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,,13.7,13.7,,,,,,
BROWN Georgia-Rose,NZL,FIG Apparatus World Cup 2023 BAKU (AZE),2023,,,,,13.633,13.5,,,,,,
BROWN Georgia-Rose,NZL,FIG Apparatus World Cup 2023 DOHA (QAT),2023,,,,,12.466,12.533,,,,,,
BROWN Georgia-Rose,NZL,FIG World Cup 2020 BAKU (AZE),2020,,,,,,13.9,,11.366,,12.6,,
BROWN Georgia-Rose,NZL,FIG World Cup 2020 MELBOURNE (AUS),2020,,,,,13.466,13.266,,,,,,
BROWN Georgia-Rose,NZL,44th Turnier der Meister FIG Individual Apparatus World Cup COTTBUS (GER),2019,,,,,,13.466,,12.566,,12.966,,
BROWN Georgia-Rose,NZL,FIG World Cup 2019 BAKU (AZE),2019,,,,,13.566,13.633,,12.266,,11.733,,
BROWN Georgia-Rose,NZL,FIG World Cup 2019 MELBOURNE (AUS),2019,,,,13.083,13.366,13.633,,,,,,
BROWN Georgia-Rose,NZL,FIG World Cup 2018 MELBOURNE (AUS),2018,,,,,12.1,13.233,,,,,,
BROWN Georgia-Rose,NZL,FIG World Cup 2017 DOHA (QAT),2017,,,,,13.033,13.2,,,,,,
BROWN Georgia-Rose,NZL,FIG World Cup 2017 AGF Trophy BAKU (AZE),2017,,,,,13.366,13,,,,,,
BROWN Georgia-Rose,NZL,FIG World Cup 2017 MELBOURNE (AUS),2017,,,,,13.066,11.533,,,,,,
BROWN Georgia-Rose,NZL,Aquece Rio Final Gymnastics Qualifier (Test Event) RIO DE JANEIRO (BRA),2016,,53.698,,,,13.666,,13.066,,13,218.428,
RUIVIVAR Levi,PHI, FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,13.633,13.2,,12.566,,,,
RUIVIVAR Levi,PHI,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,11.9,13.466,,12.1,,,,
RUIVIVAR Levi,PHI,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,,13.333,,12.2,,11.7,,
RUIVIVAR Levi,PHI,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,,,13.033,,11.333,,10.7,,
RUIVIVAR Levi,PHI,FIG World Challenge Cup 2022 SZOMBATHELY (HUN),2022,,,,,,,,11.866,12.666,13.2,,
DERWAEL Nina,BEL,Games of the XXXII Olympiad TOKYO (JPN),2021,55.965,56.598,,,15.2,15.366,,13.766,,13.566,159.695,163.895
DERWAEL Nina,BEL,Games of the XXXI Olympiad RIO DE JANEIRO (BRA),2016,56.299,56.532,,,,15.133,,13.966,,13.533,,167.838
DERWAEL Nina,BEL,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,27.266,,,14.7,14.7,,12.566,,,,156.063
DERWAEL Nina,BEL,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,56.033,55.441,,,15.233,15.141,,13.2,,13.6,,161.238
DERWAEL Nina,BEL,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,55.699,55.564,,,15.2,15.066,13.466,13.766,,13.266,,158.97
DERWAEL Nina,BEL,47th FIG Artistic Gymnastics World Championships MONTREAL (CAN),2017,53.498,53.598,,,15.033,14.966,,12.333,,12.733,,
DERWAEL Nina,BEL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,,,13.766,13.433,,,,
DERWAEL Nina,BEL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,,,13.433,13.7,,,,
DERWAEL Nina,BEL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,,,,13.633,13.033,,,,
DERWAEL Nina,BEL,32nd Senior European Championships GLASGOW (GBR),2018,54.366,,,,14.733,14.4,13.6,13.5,,12.866,,
DERWAEL Nina,BEL,7th European Individual Championships CLUJ NAPOCA (ROU),2017,52.832,52.465,,,14.633,14.566,,,,,,
DERWAEL Nina,BEL,31st European Championships 2016 BERN (SUI),2016,,27.233,,,,13.3,,13.933,,,,161.93
DERWAEL Nina,BEL,FIG World Challenge Cup OSIJEK (CRO),2021,,,,,15,15.15,13.933,13.3,,,,
DERWAEL Nina,BEL,FIG World Cup 2019 DOHA (QAT),2019,,,,,15.033,15.033,13.633,13.566,,,,
DERWAEL Nina,BEL,43rd Turnier der Meister FIG Individual Apparatus World Cup COTTBUS (GER),2018,,,,,15.1,15.166,,12.766,,,,
DERWAEL Nina,BEL,FIG World Cup 2018 DOHA (QAT),2018,,,,,15.3,15.233,13.4,13.5,,,,
DERWAEL Nina,BEL,FIG World Challenge Cup - 20th Internationaux de France 2017 PARIS (FRA),2017,,,,,14.9,14.7,12.8,12.9,,12.75,,
TING Hua-Tien,TPE,Games of the XXXII Olympiad TOKYO (JPN),2021,,,,,,12.233,,12.566,,,,
TING Hua-Tien,TPE,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,47.632,,,,11.533,,12,,11.433,,145.23
TING Hua-Tien,TPE,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,48.866,,,,11.3,,13,,12.266,,144.562
TING Hua-Tien,TPE,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,,48.166,,,,11.9,,12.933,,11,,
TING Hua-Tien,TPE,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,48.398,,,,12.433,,11.466,,11.866,,
TING Hua-Tien,TPE,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,,48.865,,,,11.833,,13.466,,10.833,,140.962
TING Hua-Tien,TPE,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,,,,12.6,,,,
TING Hua-Tien,TPE,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,,,12.966,12.966,,,,
TING Hua-Tien,TPE,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,,,,13.1,,,,
TING Hua-Tien,TPE,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,,,,,12.266,,,,
TING Hua-Tien,TPE,FIG Apparatus World Cup 2023 BAKU (AZE),2023,,,,,,,11.433,12.766,,,,
TING Hua-Tien,TPE,FIG Apparatus World Cup 2023 DOHA (QAT),2023,,,,,,10.366,,12.166,,,,
TING Hua-Tien,TPE,FIG Apparatus World Cup 2023 COTTBUS (GER),2023,,,,,,,13.1,13.633,,,,
TING Hua-Tien,TPE,14th Junior Asian Championships 2017 BANGKOK (THA),2017,48.25,,,,,,11.825,12.9,,,,
TING Hua-Tien,TPE,FIG World Cup 2019 DOHA (QAT),2019,,,,12.733,,10.166,12.8,,,,,
TING Hua-Tien,TPE,FIG World Cup 2019 BAKU (AZE),2019,,,,12.833,,12.166,,11.666,,11.633,,
TING Hua-Tien,TPE,FIG World Cup 2019 MELBOURNE (AUS),2019,,,,12.833,12.3,12.333,,11.6,10.566,11.866,,
MOERZ Charlize,AUT,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,25.466,,,,,,,,12.766,,147.83
MOERZ Charlize,AUT,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,47.732,,,,10.866,,11.533,,12.833,,147.164
MOERZ Charlize,AUT,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,,,,12.783,,,,11.166,,11.2,,
MOERZ Charlize,AUT,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,,,,,12.433,12.933,,
MOERZ Charlize,AUT,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,,,,,13.566,13.066,,
MOERZ Charlize,AUT,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,,,,,13.1,13.2,,
MOERZ Charlize,AUT,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,11.966,,,,,12.633,13.2,,
MOERZ Charlize,AUT,FIG Apparatus World Cup 2023 CAIRO (EGY),2023,,,,12.566,,11.133,,10.833,12.333,12.4,,
MOERZ Charlize,AUT,FIG World Challenge Cup 2023 PARIS (FRA),2023,,,,,,11.6,,10.35,11.4,12.9,,
MOERZ Charlize,AUT,FIG World Challenge Cup 2022 PARIS (FRA),2022,,,,12.55,,,,,,11.8,,
MOERZ Charlize,AUT,2022 Senior European Championships MUNICH (GER),2022,,,,,,,,11.9,,11.066,,
MOERZ Charlize,AUT,FIG World Challenge Cup OSIJEK (CRO),2021,,,12.283,12.625,,,,,,11.4,,
CASABUENA Laura,ESP,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,50.265,,,,12.9,,11.233,,13.066,,152.895
CASABUENA Laura,ESP,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,46.333,52.032,,,,12.666,,12.966,,13.2,,149.162
CASABUENA Laura,ESP,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,,,12.566,12.766,13.233,13.066,,
CASABUENA Laura,ESP,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,,12.533,,12.8,12.833,12.933,,
CASABUENA Laura,ESP,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,,13.133,9.6,13.133,,12.466,,
CASABUENA Laura,ESP,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,,,13.066,,11.333,12.633,12.766,,
CASABUENA Laura,ESP,FIG Apparatus World Cup 2023 COTTBUS (GER),2023,,,12.65,12.799,,11.633,,12.533,12.166,13,,
CASABUENA Laura,ESP,FIG World Challenge Cup 2022 PARIS (FRA),2022,,,,12.55,,12.15,,12.2,12.75,12.7,,
CASABUENA Laura,ESP,FIG World Challenge Cup 2022 KOPER (SLO),2022,,,,12.425,12.65,12.85,,10.7,11.8,12.85,,
CASABUENA Laura,ESP,2022 Senior European Championships MUNICH (GER),2022,,49.266,,,,13,,11.733,,12.733,,
BRASSART Maellyse,BEL,Games of the XXXII Olympiad TOKYO (JPN),2021,,52.931,,,,13.366,,13.033,,12.766,159.695,163.895
BRASSART Maellyse,BEL,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,25.399,,,,12.266,,,,,,151.662
BRASSART Maellyse,BEL,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,51.898,50.699,,,,12.666,,11.833,,12.9,,156.063
BRASSART Maellyse,BEL,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,51.232,,,,13.133,,11.733,,12.766,,161.238
BRASSART Maellyse,BEL,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,,37.665,,,,,,11.266,,12.833,,158.97
BRASSART Maellyse,BEL,47th FIG Artistic Gymnastics World Championships MONTREAL (CAN),2017,,50.807,,,,12.533,,12.2,,12.333,,
BRASSART Maellyse,BEL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,12.066,13.266,,12.566,,,,
BRASSART Maellyse,BEL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,,12.166,,,,,,
BRASSART Maellyse,BEL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,13.7,13.666,,,,,,
BRASSART Maellyse,BEL,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,,,11.733,,,,,,
BRASSART Maellyse,BEL,FIG World Challenge Cup 2022 PARIS (FRA),2022,,,,,,11.05,,10.65,,,,
BRASSART Maellyse,BEL,2022 Senior European Championships MUNICH (GER),2022,,,,,,13.133,,,,11.7,,
BRASSART Maellyse,BEL,8th European Individual Championships SZCZECIN (POL),2019,51.166,50.299,,,,13.3,,11.366,,12.233,,
BRASSART Maellyse,BEL,32nd Senior European Championships GLASGOW (GBR),2018,39.232,,,,,,12.266,13.066,,12.633,,
BRASSART Maellyse,BEL,31st European Championships 2016 BERN (SUI),2016,51.833,52.264,,,,12.566,,13.166,,12.766,157.628,
MALABUYO Emma,PHI,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,,,,,,12.533,,
MALABUYO Emma,PHI,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,,,,12.933,13.133,13,,
MALABUYO Emma,PHI,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,,,,12.6,,12.6,,
MALABUYO Emma,PHI,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,,,,,10.966,12.666,12.466,,
MAHMOUD Jana,EGY,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,11.533,,,,11.533,,,,,,
MAHMOUD Jana,EGY,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,,,,,,,,,,,144.097
MAHMOUD Jana,EGY,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,,,,,13,12.733,,
MAHMOUD Jana,EGY,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,,12.2,,,,12.8,,
MAHMOUD Jana,EGY,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,,12.2,,,,12.7,,
MAHMOUD Jana,EGY,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,,,12.333,,,12.1,12.633,,
MAHMOUD Jana,EGY,FIG Apparatus World Cup 2023 BAKU (AZE),2023,,,,,,11.966,,11.5,,,,
MAHMOUD Jana,EGY,FIG Apparatus World Cup 2023 DOHA (QAT),2023,,,,,8.566,12.466,,11.033,,,,
MAHMOUD Jana,EGY,FIG Apparatus World Cup 2022 CAIRO (EGY),2022,,,,12.183,,,,,,11.833,,
MAHMOUD Jana,EGY,15th African Championships CAIRO (EGY),2021,,47.25,,,,,,,,,,
MAHMOUD Jana,EGY,14th African Championships SWAKOPMUND (NAM),2018,,,12.433,12.075,11.7,11.75,,,,,,
MAHMOUD Jana,EGY,1st FIG Artistic Gymnastics Junior World Championships GYOR (HUN),2019,46.598,46.598,,,,10.6,,11.066,,12.166,94.33,
MAHMOUD Jana,EGY,FIG Apparatus World Cup 2020-21 DOHA (QAT),2021,,,,,11.566,11.433,,,11.4,11.966,,
IRFANALUTHFI Rifda,INA,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,49.932,,,,12.033,,12.3,,12.433,,
IRFANALUTHFI Rifda,INA,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,47.698,,,,12.033,,9.833,,12.766,,
IRFANALUTHFI Rifda,INA,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,44.832,,,,11.333,,8.733,,11.5,,
IRFANALUTHFI Rifda,INA,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,,49.266,,,,10.6,,12.7,,12.533,,
IRFANALUTHFI Rifda,INA,46th FIG Artistic Gymnastics World Championships GLASGOW (GBR),2015,,48.332,,,,9.8,,12.366,,13.2,,
IRFANALUTHFI Rifda,INA,FIG Apparatus World Cup 2023 CAIRO (EGY),2023,,,12.983,12.816,,12.2,,11.7,12.633,12.5,,
IRFANALUTHFI Rifda,INA,FIG Apparatus World Cup 2023 BAKU (AZE),2023,,,12.799,12.866,,11.666,,12.133,,12.3,,
IRFANALUTHFI Rifda,INA,FIG World Challenge Cup VARNA (BUL),2021,,,13.525,13.325,,11.75,,11.55,12.55,12.25,,
IRFANALUTHFI Rifda,INA,Asian Games XVIII 2018 JAKARTA (INA),2018,47.1,47.1,13.287,13.5,,8.55,,12.4,12.75,12.65,129.35,140.85
IRFANALUTHFI Rifda,INA,FIG World Challenge Cup MERSIN (TUR),2018,,,13.4,12.875,,,,,12.15,11.65,,
IRFANALUTHFI Rifda,INA,FIG World Challenge Cup KOPER (SLO),2018,,,12.65,13.475,,,12.75,12.5,12.55,12.55,,
IRFANALUTHFI Rifda,INA,FIG World Cup 2018 DOHA (QAT),2018,,,,,,,,11.233,,,,
BROWN Lynnzee,HAI,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,47.766,,,,11.1,,11.166,,12,,
